Load ID,Pickup Date,Truck ID,Driver Name,Lane,Miles,Revenue USD,Est Cost USD,Profit USD,Profit Margin %
L001222,2025-06-12,T0265,Hayden Gonzalez,"Phoenix, AZ → Salt Lake City, UT",1533,2498.79,2646.92,-148.13,-5.93
L001223,2025-06-17,T0048,Micah Jackson,"Chicago, IL → Pittsburgh, PA",1272,2811.12,2533.55,277.57,9.87
L001224,2025-03-30,T0240,Finley Brown,"Columbus, OH → Baltimore, MD",1596,2601.48,3089.57,-488.09,-18.76
L001225,2025-04-21,T0237,Avery Miller,"Portland, OR → Baltimore, MD",139,482.33,226.37,255.96,53.07
L001226,2025-03-23,T0342,Alex Jones,"Newark, NJ → Minneapolis, MN",1549,2509.38,2782.78,-273.4,-10.9
L001227,2025-08-14,T0362,Alex Rodriguez,"Miami, FL → Norfolk, VA",226,901.74,456.24,445.5,49.4
L001228,2025-01-14,T0365,Reese Williams,"Indianapolis, IN → Louisville, KY",2135,3821.65,3821.81,-0.16,-0.0
L001229,2025-09-12,T0079,Casey Johnson,"Atlanta, GA → Baltimore, MD",509,1221.6,889.11,332.49,27.22
L001230,2025-03-06,T0372,Logan Lopez,"Chicago, IL → Tampa, FL",684,1504.8,1147.59,357.21,23.74
L001231,2025-02-22,T0276,Micah Jackson,"Nashville, TN → Birmingham, AL",779,1994.24,1532.73,461.51,23.14
L001232,2025-05-20,T0234,Logan Lopez,"Atlanta, GA → San Diego, CA",440,1095.6,705.0,390.6,35.65
L001233,2025-05-01,T0258,Cameron Rodriguez,"Dallas, TX → Salt Lake City, UT",1449,2724.12,2559.57,164.55,6.04
L001234,2025-01-25,T0171,Quinn Martinez,"Miami, FL → Raleigh, NC",1907,3604.23,3593.53,10.7,0.3
L001235,2025-08-14,T0019,Avery Miller,"Chicago, IL → Richmond, VA",2419,4354.2,4007.06,347.14,7.97
L001236,2025-01-09,T0346,Morgan Miller,"Newark, NJ → Baltimore, MD",2085,5108.25,3506.59,1601.66,31.35
L001237,2025-04-13,T0178,Logan Miller,"Dallas, TX → Cincinnati, OH",2414,4103.8,4286.84,-183.04,-4.46
L001238,2025-02-25,T0024,Quinn Taylor,"Seattle, WA → Richmond, VA",2137,4252.63,3636.32,616.31,14.49
L001239,2025-08-31,T0086,Taylor Smith,"Savannah, GA → Louisville, KY",1716,3740.88,3048.61,692.27,18.51
L001240,2025-01-18,T0164,Taylor Gonzalez,"Indianapolis, IN → San Diego, CA",501,1242.48,782.18,460.3,37.05
L001241,2025-05-19,T0377,Taylor Johnson,"San Antonio, TX → Raleigh, NC",345,986.7,652.97,333.73,33.82
L001242,2025-03-13,T0027,Kai Brown,"Dallas, TX → Milwaukee, WI",2244,4173.84,3436.83,737.01,17.66
L001243,2025-07-03,T0232,Micah Brown,"Indianapolis, IN → Birmingham, AL",1676,3050.32,2877.21,173.11,5.68
L001244,2025-01-17,T0332,Hayden Hernandez,"Denver, CO → Philadelphia, PA",2133,5140.53,3767.66,1372.87,26.71
L001245,2025-05-27,T0302,Finley Brown,"Newark, NJ → New York, NY",177,651.36,313.65,337.71,51.85
L001246,2025-03-02,T0255,Riley Hernandez,"Columbus, OH → Jacksonville, FL",303,793.86,511.51,282.35,35.57
L001247,2025-06-02,T0253,Finley Jones,"Seattle, WA → Birmingham, AL",424,1187.2,812.68,374.52,31.55
L001248,2025-03-31,T0291,Emerson Taylor,"Phoenix, AZ → New York, NY",1625,3250.0,3077.62,172.38,5.3
L001249,2025-03-16,T0387,Reese Miller,"Miami, FL → Milwaukee, WI",1001,2272.27,1827.78,444.49,19.56
L001250,2025-01-23,T0154,Harper Davis,"Kansas City, MO → Orlando, FL",167,552.77,314.25,238.52,43.15
L001251,2025-05-16,T0180,Kai Hernandez,"Charlotte, NC → San Diego, CA",1691,3956.94,3167.59,789.35,19.95
L001252,2025-06-04,T0383,Harper Wilson,"Portland, OR → Philadelphia, PA",2157,3753.18,4181.44,-428.26,-11.41
L001253,2025-08-06,T0174,Reese Moore,"Seattle, WA → New York, NY",1053,2442.96,1772.84,670.12,27.43
L001254,2025-07-10,T0337,Hayden Gonzalez,"Nashville, TN → Minneapolis, MN",1782,3492.72,3403.04,89.68,2.57
L001255,2025-04-15,T0094,Jordan Lopez,"Savannah, GA → Philadelphia, PA",700,1827.0,1438.58,388.42,21.26
L001256,2025-04-29,T0306,Casey Garcia,"Portland, OR → Milwaukee, WI",1647,3442.23,2978.2,464.03,13.48
L001257,2025-09-19,T0300,Jesse Brown,"Seattle, WA → Baltimore, MD",1100,1782.0,1892.18,-110.18,-6.18
L001258,2025-08-18,T0172,Logan Wilson,"San Antonio, TX → Norfolk, VA",810,1336.5,1433.45,-96.95,-7.25
L001259,2025-01-23,T0334,Taylor Smith,"Memphis, TN → Buffalo, NY",1087,2347.92,1734.55,613.37,26.12
L001260,2025-05-03,T0008,Harper Davis,"Boston, MA → Raleigh, NC",2348,5517.8,4317.03,1200.77,21.76
L001261,2025-09-10,T0057,Drew Brown,"Dallas, TX → Baltimore, MD",2288,4850.56,4177.08,673.48,13.88
L001262,2025-01-02,T0146,Quinn Garcia,"Boston, MA → Salt Lake City, UT",448,1003.52,795.51,208.01,20.73
L001263,2025-04-27,T0010,Micah Jackson,"Indianapolis, IN → Louisville, KY",724,1621.76,1274.26,347.5,21.43
L001264,2025-04-29,T0196,Reese Thomas,"Atlanta, GA → Norfolk, VA",2045,4703.5,3489.67,1213.83,25.81
L001265,2025-09-04,T0214,Morgan Jackson,"Portland, OR → New York, NY",850,1691.5,1386.01,305.49,18.06
L001266,2025-03-30,T0179,Jesse Taylor,"Chicago, IL → San Diego, CA",1483,3262.6,2780.64,481.96,14.77
L001267,2025-04-01,T0150,Logan Hernandez,"Savannah, GA → Tampa, FL",2267,5168.76,4141.15,1027.61,19.88
L001268,2025-02-01,T0205,Logan Lopez,"Boston, MA → Minneapolis, MN",2038,4483.6,3381.04,1102.56,24.59
L001269,2025-02-03,T0302,Morgan Miller,"Nashville, TN → San Diego, CA",1822,3024.52,3308.38,-283.86,-9.39
L001270,2025-08-12,T0304,Logan Lopez,"Denver, CO → Richmond, VA",2120,3498.0,3862.82,-364.82,-10.43
L001271,2025-02-13,T0323,Micah Smith,"San Antonio, TX → Birmingham, AL",2465,5620.2,5084.68,535.52,9.53
L001272,2025-03-22,T0262,Morgan Anderson,"Seattle, WA → Salt Lake City, UT",742,2196.32,1190.68,1005.64,45.79
L001273,2025-07-24,T0132,Emerson Jackson,"Columbus, OH → San Diego, CA",1250,2075.0,2356.06,-281.06,-13.54
L001274,2025-02-28,T0056,Riley Moore,"Kansas City, MO → Raleigh, NC",1530,3687.3,2600.83,1086.47,29.47
L001275,2025-08-03,T0390,Drew Miller,"Denver, CO → Louisville, KY",1817,3325.11,2919.87,405.24,12.19
L001276,2025-03-16,T0130,Alex Williams,"Kansas City, MO → Raleigh, NC",1861,4596.67,3513.89,1082.78,23.56
L001277,2025-07-23,T0209,Casey Lopez,"Dallas, TX → Birmingham, AL",1470,2763.6,2400.93,362.67,13.12
L001278,2025-06-01,T0285,Emerson Jackson,"Los Angeles, CA → Cincinnati, OH",994,2365.72,1652.64,713.08,30.14
L001279,2025-01-24,T0132,Jesse Gonzalez,"Miami, FL → Raleigh, NC",1697,3818.25,2755.31,1062.94,27.84
L001280,2025-08-10,T0361,Alex Thomas,"Miami, FL → Milwaukee, WI",1564,2893.4,2789.75,103.65,3.58
L001281,2025-01-11,T0287,Finley Martin,"Houston, TX → Salt Lake City, UT",1936,3310.56,3233.97,76.59,2.31
L001282,2025-05-03,T0275,Drew Garcia,"Houston, TX → Tampa, FL",1086,2476.08,2042.63,433.45,17.51
L001283,2025-08-06,T0154,Harper Rodriguez,"Houston, TX → Orlando, FL",644,1597.12,1213.02,384.1,24.05
L001284,2025-09-14,T0036,Quinn Thomas,"Miami, FL → Pittsburgh, PA",1331,2515.59,2232.96,282.63,11.24
L001285,2025-07-02,T0065,Finley Jackson,"San Antonio, TX → Baltimore, MD",1230,2238.6,2420.7,-182.1,-8.13
L001286,2025-04-18,T0317,Jordan Thomas,"Los Angeles, CA → Orlando, FL",2085,4065.75,3276.23,789.52,19.42
L001287,2025-08-19,T0315,Hayden Moore,"Los Angeles, CA → Philadelphia, PA",1949,3703.1,3838.66,-135.56,-3.66
L001288,2025-07-17,T0037,Drew Rodriguez,"Chicago, IL → San Jose, CA",258,1011.36,442.93,568.43,56.2
L001289,2025-01-03,T0306,Jordan Anderson,"Miami, FL → Cincinnati, OH",768,1943.04,1344.09,598.95,30.83
L001290,2025-07-24,T0154,Cameron Williams,"Savannah, GA → Philadelphia, PA",1294,2406.84,2129.81,277.03,11.51
L001291,2025-08-30,T0137,Reese Miller,"Denver, CO → Milwaukee, WI",1771,3896.2,3153.64,742.56,19.06
L001292,2025-09-07,T0301,Jordan Gonzalez,"Portland, OR → Philadelphia, PA",1030,1987.9,1658.54,329.36,16.57
L001293,2025-06-18,T0327,Quinn Williams,"Phoenix, AZ → Boise, ID",1793,4285.27,3210.35,1074.92,25.08
L001294,2025-06-23,T0083,Jordan Lopez,"Savannah, GA → Raleigh, NC",796,1950.2,1593.52,356.68,18.29
L001295,2025-03-09,T0394,Finley Lopez,"Indianapolis, IN → Buffalo, NY",1302,2577.96,2298.97,278.99,10.82
L001296,2025-06-05,T0393,Finley Gonzalez,"Memphis, TN → Philadelphia, PA",231,905.52,391.63,513.89,56.75
L001297,2025-02-12,T0231,Jordan Taylor,"Miami, FL → Baltimore, MD",2213,4802.21,4024.91,777.3,16.19
L001298,2025-02-16,T0001,Quinn Anderson,"Seattle, WA → Orlando, FL",1480,2501.2,2481.61,19.59,0.78
L001299,2025-04-04,T0072,Morgan Anderson,"Indianapolis, IN → San Jose, CA",438,1331.52,873.44,458.08,34.4
L001300,2025-04-15,T0283,Jordan Taylor,"Miami, FL → Minneapolis, MN",2435,5844.0,4055.58,1788.42,30.6
L001301,2025-02-28,T0266,Finley Moore,"Savannah, GA → Philadelphia, PA",653,1612.91,1040.55,572.36,35.49
L001302,2025-01-18,T0166,Logan Wilson,"Seattle, WA → San Jose, CA",2129,5088.31,3441.59,1646.72,32.36
L001303,2025-08-04,T0148,Finley Lopez,"Denver, CO → Louisville, KY",2497,5068.91,4495.45,573.46,11.31
L001304,2025-01-21,T0349,Quinn Anderson,"Columbus, OH → Baltimore, MD",671,1979.45,1229.24,750.21,37.9
L001305,2025-03-29,T0234,Logan Miller,"Portland, OR → Richmond, VA",2001,4922.46,3831.05,1091.41,22.17
L001306,2025-05-31,T0106,Finley Miller,"Boston, MA → Norfolk, VA",1811,3241.69,3148.72,92.97,2.87
L001307,2025-05-19,T0116,Emerson Brown,"Atlanta, GA → San Diego, CA",574,1417.78,966.08,451.7,31.86
L001308,2025-05-31,T0086,Riley Miller,"Portland, OR → Baltimore, MD",2137,3825.23,4069.27,-244.04,-6.38
L001309,2025-01-08,T0328,Jesse Martin,"Kansas City, MO → Philadelphia, PA",2170,3840.9,4151.55,-310.65,-8.09
L001310,2025-03-28,T0269,Avery Taylor,"Houston, TX → Orlando, FL",374,893.86,614.68,279.18,31.23
L001311,2025-03-18,T0214,Hayden Anderson,"Denver, CO → Tampa, FL",1797,3090.84,3287.26,-196.42,-6.35
L001312,2025-06-07,T0177,Avery Miller,"Nashville, TN → Pittsburgh, PA",1633,3494.62,2748.51,746.11,21.35
L001313,2025-05-30,T0062,Logan Miller,"Miami, FL → Pittsburgh, PA",1335,2216.1,2206.6,9.5,0.43
L001314,2025-06-17,T0223,Avery Jones,"Indianapolis, IN → Minneapolis, MN",1698,3022.44,2830.41,192.03,6.35
L001315,2025-09-04,T0038,Avery Jones,"Atlanta, GA → Raleigh, NC",2280,4149.6,4120.19,29.41,0.71
L001316,2025-08-27,T0377,Avery Taylor,"San Antonio, TX → Norfolk, VA",999,1668.33,1615.72,52.61,3.15
L001317,2025-01-02,T0184,Jordan Thomas,"Miami, FL → San Jose, CA",299,941.85,491.89,449.96,47.77
L001318,2025-02-12,T0349,Micah Wilson,"Chicago, IL → Jacksonville, FL",877,2157.42,1463.9,693.52,32.15
L001319,2025-09-02,T0207,Jesse Rodriguez,"Miami, FL → Boise, ID",2173,5236.93,4143.41,1093.52,20.88
L001320,2025-04-10,T0114,Hayden Garcia,"Columbus, OH → Tampa, FL",1642,4039.32,2780.22,1259.1,31.17
L001321,2025-02-22,T0086,Taylor Wilson,"Miami, FL → Pittsburgh, PA",1136,2692.32,2140.88,551.44,20.48
L001322,2025-01-11,T0119,Emerson Martinez,"Columbus, OH → Orlando, FL",1004,1827.28,1964.01,-136.73,-7.48
L001323,2025-03-09,T0224,Morgan Miller,"Kansas City, MO → Cincinnati, OH",1558,2804.4,2668.74,135.66,4.84
L001324,2025-05-20,T0074,Emerson Martinez,"Nashville, TN → Jacksonville, FL",1457,3234.54,2549.96,684.58,21.16
L001325,2025-09-20,T0060,Rowan Miller,"Houston, TX → San Jose, CA",2127,4955.91,3661.59,1294.32,26.12
L001326,2025-02-08,T0122,Finley Miller,"Chicago, IL → Orlando, FL",1580,3902.6,2900.54,1002.06,25.68
L001327,2025-05-27,T0129,Finley Jones,"Newark, NJ → New York, NY",2446,4696.32,4105.17,591.15,12.59
L001328,2025-09-03,T0309,Morgan Anderson,"Indianapolis, IN → Raleigh, NC",1646,3538.9,2855.42,683.48,19.31
L001329,2025-01-27,T0069,Taylor Gonzalez,"Nashville, TN → Richmond, VA",1077,1841.67,1776.71,64.96,3.53
L001330,2025-06-20,T0155,Jordan Anderson,"Atlanta, GA → San Diego, CA",2114,4566.24,3527.12,1039.12,22.76
L001331,2025-06-14,T0139,Alex Johnson,"Houston, TX → Milwaukee, WI",1833,3574.35,3206.09,368.26,10.3
L001332,2025-07-16,T0278,Jesse Gonzalez,"Dallas, TX → Raleigh, NC",733,2103.71,1364.8,738.91,35.12
L001333,2025-06-06,T0231,Casey Garcia,"Kansas City, MO → Salt Lake City, UT",1587,2761.38,2878.05,-116.67,-4.23
L001334,2025-08-13,T0222,Emerson Rodriguez,"Los Angeles, CA → Cincinnati, OH",484,1306.8,927.72,379.08,29.01
L001335,2025-06-26,T0106,Drew Rodriguez,"Indianapolis, IN → Orlando, FL",728,1921.92,1226.77,695.15,36.17
L001336,2025-08-03,T0238,Alex Johnson,"Nashville, TN → Salt Lake City, UT",1727,3419.46,2873.66,545.8,15.96
L001337,2025-05-10,T0320,Avery Jones,"Nashville, TN → Richmond, VA",1581,2798.37,2696.54,101.83,3.64
L001338,2025-01-05,T0223,Alex Johnson,"Miami, FL → San Jose, CA",2368,5588.48,4414.77,1173.71,21.0
L001339,2025-09-01,T0282,Logan Lopez,"Dallas, TX → Birmingham, AL",957,2124.54,1768.92,355.62,16.74
L001340,2025-06-11,T0337,Kai Johnson,"Indianapolis, IN → New York, NY",2175,4654.5,3605.93,1048.57,22.53
L001341,2025-06-20,T0012,Rowan Miller,"Boston, MA → Salt Lake City, UT",1476,3512.88,2793.95,718.93,20.47
L001342,2025-05-04,T0007,Reese Williams,"Nashville, TN → Norfolk, VA",1013,2461.59,1585.83,875.76,35.58
L001343,2025-01-29,T0315,Cameron Moore,"Newark, NJ → Pittsburgh, PA",1594,3618.38,2927.43,690.95,19.1
L001344,2025-03-03,T0324,Hayden Lopez,"Miami, FL → Tampa, FL",1591,3579.75,2756.42,823.33,23.0
L001345,2025-06-06,T0090,Casey Garcia,"Indianapolis, IN → Jacksonville, FL",2010,4743.6,3520.02,1223.58,25.79
L001346,2025-04-29,T0354,Avery Jones,"Atlanta, GA → Boise, ID",2087,3401.81,3648.81,-247.0,-7.26
L001347,2025-08-02,T0321,Reese Williams,"Atlanta, GA → Louisville, KY",1383,2807.49,2392.67,414.82,14.78
L001348,2025-03-27,T0366,Kai Brown,"Houston, TX → Jacksonville, FL",1097,2259.82,2070.98,188.84,8.36
L001349,2025-09-03,T0157,Jordan Lopez,"Charlotte, NC → Minneapolis, MN",286,1112.54,485.04,627.5,56.4
L001350,2025-06-25,T0284,Logan Wilson,"Houston, TX → Raleigh, NC",2250,4995.0,3650.52,1344.48,26.92
L001351,2025-06-05,T0012,Rowan Rodriguez,"Chicago, IL → Pittsburgh, PA",1904,3103.52,3297.91,-194.39,-6.26
L001352,2025-05-25,T0196,Finley Thomas,"Memphis, TN → Minneapolis, MN",400,1000.0,772.1,227.9,22.79
L001353,2025-01-20,T0057,Logan Miller,"Portland, OR → Louisville, KY",339,983.1,563.74,419.36,42.66
L001354,2025-03-13,T0112,Harper Williams,"Chicago, IL → Birmingham, AL",149,530.44,242.65,287.79,54.26
L001355,2025-07-20,T0247,Cameron Rodriguez,"Columbus, OH → Baltimore, MD",1403,2286.89,2586.03,-299.14,-13.08
L001356,2025-08-20,T0389,Reese Thomas,"Memphis, TN → Baltimore, MD",921,1510.44,1800.17,-289.73,-19.18
L001357,2025-08-07,T0345,Riley Moore,"Kansas City, MO → Louisville, KY",1296,2566.08,2352.61,213.47,8.32
L001358,2025-09-10,T0011,Morgan Jones,"Newark, NJ → Buffalo, NY",2062,5093.14,3527.64,1565.5,30.74
L001359,2025-01-13,T0247,Avery Miller,"Houston, TX → San Diego, CA",357,1138.83,770.39,368.44,32.35
L001360,2025-09-08,T0257,Avery Anderson,"Indianapolis, IN → San Diego, CA",498,1543.8,853.55,690.25,44.71
L001361,2025-09-19,T0365,Quinn Williams,"Columbus, OH → Orlando, FL",2256,4466.88,4298.33,168.55,3.77
L001362,2025-03-09,T0027,Kai Brown,"San Antonio, TX → Pittsburgh, PA",842,1785.04,1621.79,163.25,9.15
L001363,2025-07-12,T0013,Hayden Martin,"Nashville, TN → Milwaukee, WI",2367,5420.43,4355.69,1064.74,19.64
L001364,2025-03-11,T0094,Jesse Rodriguez,"Houston, TX → Milwaukee, WI",529,1465.33,844.73,620.6,42.35
L001365,2025-03-09,T0370,Jesse Lopez,"Houston, TX → Louisville, KY",1912,3135.68,3339.2,-203.52,-6.49
L001366,2025-05-31,T0244,Morgan Gonzalez,"Memphis, TN → Philadelphia, PA",455,1228.5,823.3,405.2,32.98
L001367,2025-02-12,T0357,Kai Martin,"Phoenix, AZ → Cincinnati, OH",1565,3724.7,2976.03,748.67,20.1
L001368,2025-08-09,T0009,Reese Miller,"San Antonio, TX → Cincinnati, OH",755,2265.0,1349.22,915.78,40.43
L001369,2025-09-06,T0175,Emerson Rodriguez,"Miami, FL → Boise, ID",1231,2129.63,2161.4,-31.77,-1.49
L001370,2025-06-18,T0170,Quinn Garcia,"Seattle, WA → Cincinnati, OH",1989,3619.98,3793.39,-173.41,-4.79
L001371,2025-01-16,T0031,Cameron Moore,"Charlotte, NC → Jacksonville, FL",1582,3322.2,2735.46,586.74,17.66
L001372,2025-03-18,T0237,Finley Martin,"Seattle, WA → Tampa, FL",1516,2819.76,2881.02,-61.26,-2.17
L001373,2025-08-18,T0371,Casey Garcia,"Portland, OR → Minneapolis, MN",1153,2548.13,1766.04,782.09,30.69
L001374,2025-02-27,T0386,Alex Brown,"Newark, NJ → Orlando, FL",861,1773.66,1364.25,409.41,23.08
L001375,2025-02-26,T0122,Kai Martin,"Denver, CO → San Jose, CA",1904,3617.6,3099.28,518.32,14.33
L001376,2025-04-23,T0371,Alex Thomas,"Columbus, OH → Philadelphia, PA",740,2190.4,1478.82,711.58,32.49
L001377,2025-07-16,T0154,Drew Jackson,"Seattle, WA → Richmond, VA",2012,3782.56,3515.02,267.54,7.07
L001378,2025-01-20,T0336,Morgan Jones,"Kansas City, MO → Buffalo, NY",2481,5582.25,4686.56,895.69,16.05
L001379,2025-08-12,T0197,Reese Gonzalez,"Miami, FL → Pittsburgh, PA",1854,4635.0,3649.28,985.72,21.27
L001380,2025-03-17,T0100,Harper Smith,"Nashville, TN → Boise, ID",781,2382.05,1354.95,1027.1,43.12
L001381,2025-01-28,T0166,Harper Davis,"Houston, TX → Minneapolis, MN",473,1385.89,911.09,474.8,34.26
L001382,2025-07-25,T0328,Cameron Brown,"Houston, TX → Baltimore, MD",730,2160.8,1238.64,922.16,42.68
L001383,2025-04-22,T0173,Reese Taylor,"Newark, NJ → Milwaukee, WI",1754,2806.4,3361.01,-554.61,-19.76
L001384,2025-09-10,T0083,Harper Martin,"Chicago, IL → New York, NY",1161,2774.79,2140.74,634.05,22.85
L001385,2025-09-20,T0214,Drew Williams,"Kansas City, MO → Jacksonville, FL",666,1831.5,1166.67,664.83,36.3
L001386,2025-07-31,T0002,Quinn Anderson,"Columbus, OH → Tampa, FL",1262,2107.54,2241.82,-134.28,-6.37
L001387,2025-01-01,T0290,Drew Miller,"San Antonio, TX → San Diego, CA",533,1583.01,989.05,593.96,37.52
L001388,2025-07-04,T0305,Hayden Martin,"Seattle, WA → New York, NY",325,812.5,536.15,276.35,34.01
L001389,2025-02-09,T0121,Kai Wilson,"Columbus, OH → Buffalo, NY",1626,3886.14,2853.15,1032.99,26.58
L001390,2025-07-14,T0152,Quinn Taylor,"Kansas City, MO → Cincinnati, OH",966,2154.18,1701.57,452.61,21.01
L001391,2025-08-26,T0255,Jesse Rodriguez,"Columbus, OH → Orlando, FL",2125,5291.25,4153.47,1137.78,21.5
L001392,2025-05-14,T0391,Taylor Rodriguez,"San Antonio, TX → Pittsburgh, PA",202,737.3,351.41,385.89,52.34
L001393,2025-03-03,T0305,Micah Brown,"Savannah, GA → Boise, ID",444,1247.64,710.81,536.83,43.03
L001394,2025-06-01,T0009,Quinn Taylor,"San Antonio, TX → Birmingham, AL",1306,2194.08,2313.33,-119.25,-5.43
L001395,2025-04-27,T0123,Harper Wilson,"Seattle, WA → San Diego, CA",1771,3612.84,3385.47,227.37,6.29
L001396,2025-03-30,T0025,Harper Davis,"Columbus, OH → Richmond, VA",1515,2620.95,2604.44,16.51,0.63
L001397,2025-01-06,T0336,Cameron Davis,"Memphis, TN → Birmingham, AL",1442,3071.46,2368.86,702.6,22.88
L001398,2025-08-21,T0396,Drew Brown,"Dallas, TX → Richmond, VA",1392,3438.24,2492.52,945.72,27.51
L001399,2025-03-20,T0174,Drew Miller,"Seattle, WA → Boise, ID",1463,2765.07,2443.55,321.52,11.63
L001400,2025-02-22,T0066,Rowan Miller,"Savannah, GA → Louisville, KY",1141,2030.98,1977.87,53.11,2.61
L001401,2025-04-01,T0073,Drew Miller,"Newark, NJ → Milwaukee, WI",2280,4332.0,3888.08,443.92,10.25
L001402,2025-02-16,T0277,Kai Garcia,"Miami, FL → Orlando, FL",1919,3799.62,3324.93,474.69,12.49
L001403,2025-03-13,T0023,Hayden Garcia,"Denver, CO → Milwaukee, WI",1682,3750.86,3140.06,610.8,16.28
L001404,2025-03-26,T0355,Jordan Taylor,"Phoenix, AZ → Salt Lake City, UT",1621,3079.9,3193.59,-113.69,-3.69
L001405,2025-09-17,T0287,Kai Johnson,"San Antonio, TX → Tampa, FL",1127,2783.69,1979.78,803.91,28.88
L001406,2025-08-28,T0229,Rowan Thomas,"Los Angeles, CA → Louisville, KY",573,1564.29,994.53,569.76,36.42
L001407,2025-02-11,T0087,Hayden Hernandez,"Kansas City, MO → Norfolk, VA",1476,3424.32,2834.32,590.0,17.23
L001408,2025-01-03,T0196,Harper Smith,"Savannah, GA → Norfolk, VA",2317,5375.44,4247.99,1127.45,20.97
L001409,2025-05-14,T0198,Finley Taylor,"Portland, OR → Salt Lake City, UT",784,2156.0,1334.17,821.83,38.12
L001410,2025-07-07,T0178,Rowan Martinez,"Seattle, WA → Norfolk, VA",2298,5722.02,4166.92,1555.1,27.18
L001411,2025-05-09,T0141,Alex Jackson,"San Antonio, TX → Salt Lake City, UT",477,1349.91,900.68,449.23,33.28
L001412,2025-05-09,T0245,Rowan Brown,"Denver, CO → Louisville, KY",2146,4592.44,4246.93,345.51,7.52
L001413,2025-04-17,T0189,Cameron Rodriguez,"Columbus, OH → Pittsburgh, PA",393,1155.42,664.16,491.26,42.52
L001414,2025-09-20,T0200,Hayden Moore,"Nashville, TN → Baltimore, MD",2075,4440.5,3390.13,1050.37,23.65
L001415,2025-08-24,T0271,Alex Rodriguez,"Portland, OR → Louisville, KY",1826,3085.94,2974.6,111.34,3.61
L001416,2025-06-15,T0352,Jordan Miller,"Chicago, IL → Buffalo, NY",943,2159.47,1818.47,341.0,15.79
L001417,2025-01-31,T0367,Finley Gonzalez,"Phoenix, AZ → Raleigh, NC",2319,5101.8,4043.37,1058.43,20.75
L001418,2025-04-11,T0120,Quinn Garcia,"Charlotte, NC → Tampa, FL",208,732.16,357.76,374.4,51.14
L001419,2025-01-05,T0067,Reese Miller,"Los Angeles, CA → Cincinnati, OH",1485,3029.4,2816.38,213.02,7.03
L001420,2025-06-01,T0187,Emerson Martinez,"Columbus, OH → Salt Lake City, UT",429,1205.49,649.14,556.35,46.15
L001421,2025-04-11,T0001,Quinn Thomas,"Atlanta, GA → Buffalo, NY",2007,4836.87,3611.75,1225.12,25.33
L001422,2025-09-14,T0217,Casey Thomas,"Boston, MA → New York, NY",832,1464.32,1502.96,-38.64,-2.64
L001423,2025-07-10,T0174,Jordan Gonzalez,"Charlotte, NC → Birmingham, AL",932,2152.92,1823.84,329.08,15.29
L001424,2025-06-03,T0003,Hayden Moore,"Boston, MA → San Diego, CA",2001,4082.04,3440.21,641.83,15.72
L001425,2025-07-15,T0183,Jordan Miller,"Memphis, TN → Baltimore, MD",545,1536.9,1008.12,528.78,34.41
L001426,2025-02-01,T0132,Finley Brown,"Savannah, GA → San Diego, CA",896,1693.44,1638.71,54.73,3.23
L001427,2025-01-05,T0360,Reese Garcia,"Kansas City, MO → Boise, ID",148,491.36,256.86,234.5,47.72
L001428,2025-04-30,T0265,Logan Hernandez,"Chicago, IL → Buffalo, NY",774,2213.64,1363.24,850.4,38.42
